"ID","Species_Eng","CommonName","Classification","Classification2"
14874,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
57854,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62022,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54403,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
31647,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54405,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
55696,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
28188,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
55784,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
55785,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
13743,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
18082,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
18742,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
18743,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
21680,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12677,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
12678,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
12930,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13598,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
14860,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16691,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
21689,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33707,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33829,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
36017,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
36636,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
37139,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
37981,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
41095,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
47921,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
61688,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
28155,"Juglans sp.","walnut","walnut","Wild Nuts"
13755,"Juglans sp.","walnut","walnut","Wild Nuts"
28156,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58968,"Quercus sp.","oaks","acorn","Wild Nuts"
16522,"Oryza sativa","rice","crop (rice)","Millets + Rice"
56188,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13742,"Oryza sativa","rice","crop (rice)","Millets + Rice"
53952,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
53964,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
53949,"Oryza sativa","rice","crop (rice)","Millets + Rice"
53959,"Oryza sativa","rice","crop (rice)","Millets + Rice"
53950,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
53960,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
53961,"Panicum miliaceum/Echinochloa esculenta","proso millet / barnyard grass","crop (millet)","Millets + Rice"
53963,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
53946,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
38984,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
49758,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
54373,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
54369,"Oryza sativa","rice","crop (rice)","Millets + Rice"
54367,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38013,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
38030,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38014,"Quercus aliena / Quercys crispula","oriental white oak, mizunara oak","acorn","Wild Nuts"
38017,"Quercus sp.","oaks","acorn","Wild Nuts"
38015,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
38016,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
38024,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
38012,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
19007,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16982,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
19010,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19002,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
15461,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19800,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38171,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38190,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38191,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
50058,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38253,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
38254,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38255,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
37470,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
37471,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16981,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
19584,"Oryza sativa","rice","crop (rice)","Millets + Rice"
49836,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
36856,"Quercus sp.","oaks","acorn","Wild Nuts"
19411,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36860,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19412,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
19405,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
36875,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12935,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23381,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23373,"Corylus sp.","hazel","hazelnut","Wild Nuts"
23372,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
45831,"Oryza sativa","rice","crop (rice)","Millets + Rice"
46479,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
46476,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
46478,"Quercus sp.","oaks","acorn","Wild Nuts"
56237,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
59558,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
59555,"Oryza sativa","rice","crop (rice)","Millets + Rice"
59557,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
44205,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55638,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44208,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
55622,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
44207,"Juglans sp.","walnut","walnut","Wild Nuts"
29218,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23526,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45887,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
45884,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45890,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
54968,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
23530,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
27195,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44209,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
24919,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
45858,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
54965,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
54966,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
54970,"Quercus sp.","oaks","acorn","Wild Nuts"
54967,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
36040,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54969,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
45856,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
44218,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
45857,"Quercus sp.","oaks","acorn","Wild Nuts"
16535,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
24923,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54988,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16534,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
55053,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
55054,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
55052,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
55055,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
16524,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
23524,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
24917,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
29215,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
36037,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16533,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55051,"Oryza sativa","rice","crop (rice)","Millets + Rice"
24926,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55050,"Oryza sativa","rice","crop (rice)","Millets + Rice"
59942,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
59945,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
60886,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
44986,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58454,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62159,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
48188,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44985,"Oryza sativa","rice","crop (rice)","Millets + Rice"
48183,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
44978,"Quercus sp.","oaks","acorn","Wild Nuts"
62556,"Quercus sp.","oaks","acorn","Wild Nuts"
62557,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
44979,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
62160,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
44173,"Oryza sativa","rice","crop (rice)","Millets + Rice"
54366,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
29594,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
29595,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
32382,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29596,"Quercus sp.","oaks","acorn","Wild Nuts"
29593,"Quercus crispula / Quercus aliena","mizunara oak, oriental white oak","acorn","Wild Nuts"
55173,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
32416,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54384,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54385,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
32414,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
55171,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29652,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55172,"Oryza sativa","rice","crop (rice)","Millets + Rice"
40308,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
40304,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
40305,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
40309,"Aesculus turbinata / Castanea crenata?","horsechestnut / chestnut?","chestnut","Wild Nuts"
40303,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
40306,"Quercus sp.","oaks","acorn","Wild Nuts"
40302,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
41486,"Oryza sativa","rice","crop (rice)","Millets + Rice"
41436,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
41487,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
40567,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
27157,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35602,"Oryza sativa","rice","crop (rice)","Millets + Rice"
46904,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
46902,"Oryza sativa","rice","crop (rice)","Millets + Rice"
53406,"Oryza sativa","rice","crop (rice)","Millets + Rice"
40562,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
40564,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
40563,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
40569,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
40566,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
53400,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
53399,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
40565,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
40568,"Quercus sp.","oaks","acorn","Wild Nuts"
39521,"Quercus acuta?","Japanese evergreen?","acorn","Wild Nuts"
39518,"Quercus glauca?","ring-cupped oak?","acorn","Wild Nuts"
39522,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
39514,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
39520,"Quercus myrsinifolia?","bamboo-leaf oak?","acorn","Wild Nuts"
39519,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
39515,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
39516,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
39513,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
39524,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13928,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
13926,"Quercus cf. myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
13929,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
13943,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35507,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13927,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
13936,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
13931,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
13925,"Quercus cf. myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
13932,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
13930,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
13924,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
39504,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
39502,"Quercus sp.","oaks","acorn","Wild Nuts"
39503,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
35503,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
13937,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
35502,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
29216,"Quercus sp.","oaks","acorn","Wild Nuts"
62032,"Quercus gilva?","red-bark oak?","acorn","Wild Nuts"
62076,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62030,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
62029,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
62033,"Quercus sp.","oaks","acorn","Wild Nuts"
62031,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
54273,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
54274,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
51713,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
59090,"Quercus acutissima?","sawtooth oak?","acorn","Wild Nuts"
13264,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
51498,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
53257,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
46949,"Quercus cf. aliena","oriental white oak","acorn","Wild Nuts"
8140,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
40926,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
40927,"Quercus sp.","oaks","acorn","Wild Nuts"
8041,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
8040,"Quercus sp.","oaks","acorn","Wild Nuts"
31828,"Quercus sp.","oaks","acorn","Wild Nuts"
31768,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
31825,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
51711,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
40923,"Fagus japonica","Japanese beech","beechnut","Wild Nuts"
8129,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
13265,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
30786,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
30842,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
40928,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
46952,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
53461,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
53456,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
51714,"Quercus sp.","oaks","acorn","Wild Nuts"
53460,"Quercus sp.","oaks","acorn","Wild Nuts"
53928,"Quercus sp.","oaks","acorn","Wild Nuts"
51712,"Quercus cf. sessilifolia","tsukubanegashi oak","acorn","Wild Nuts"
13266,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
53462,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
51502,"Quercus sp.","oaks","acorn","Wild Nuts"
52605,"Quercus acuta / Quercus sessilifolia","evergreen / tsukubanegashi oak","acorn","Wild Nuts"
17795,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
52606,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
53459,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
53457,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
31727,"Quercus sp.","oaks","acorn","Wild Nuts"
31771,"Quercus sp.","oaks","acorn","Wild Nuts"
31827,"Quercus sp.","oaks","acorn","Wild Nuts"
52607,"Quercus sp.","oaks","acorn","Wild Nuts"
31725,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
31726,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
31769,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
40924,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
31790,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
31839,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
40950,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
40393,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
40392,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
46965,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
